time,yaw,pitch,roll,surge
23:05:55.638,-1.76,-7.09,1793,-4685
23:05:55.702,-2.89,-0.31,1799,-4676
23:05:55.764,-1.08,-4.93,1799,-4683
23:05:55.830,-2.01,-3.17,1788,-4673
23:05:55.895,-2.89,-2.24,1789,-4685
23:05:55.955,-3.31,-2.14,1850,-4599
23:05:56.018,-3.75,1.87,1824,-4594
23:05:56.083,-2.79,-5.38,1809,-4591
23:05:56.145,-2.99,-6.6,1856,-4568
23:05:56.211,-2.63,-1.63,1866,-4568
23:05:56.273,-1.39,4.08,1983,-4652
23:05:56.335,-0.95,1.57,1954,-4677
23:05:56.399,-4.5,-7.23,1938,-4634
23:05:56.459,-5.72,-7.85,1888,-4556
23:05:56.526,-2.83,-1.76,1895,-4599
23:05:56.587,0.99,3.94,1823,-4585
23:05:56.653,-1.05,-1.23,1768,-4577
23:05:56.719,-10.91,-7.09,1834,-4566
23:05:56.780,-9.89,-6.95,1848,-4582
23:05:56.846,-4.07,-1.03,1747,-4610
23:05:56.906,1.2,2.35,1656,-4621
23:05:56.971,1.63,1.01,1703,-4587
23:05:57.034,-4.01,-1.31,1700,-4585
23:05:57.099,-15.89,-5.7,1741,-4538
23:05:57.165,-12.37,-5.5,1699,-4487
23:05:57.226,-6.06,0.24,1589,-4442
23:05:57.288,1.17,4.28,1518,-4426
23:05:57.352,5.37,3.8,1511,-4418
23:05:57.414,7.49,2.22,1532,-4389
23:05:57.476,9.2,-0.48,1510,-4426
23:05:57.543,11.61,-5.52,1509,-4427
23:05:57.607,11.95,-14.33,1510,-4423
23:05:57.673,7.72,-20.63,1510,-4418
23:05:57.739,1.93,-22.58,1507,-4422
23:05:57.804,-1.83,-22.19,1527,-4439
23:05:57.869,-5.42,-19.26,1496,-4394
23:05:57.934,-8.41,-11.65,1511,-4351
23:05:57.997,-8.94,-2.85,1467,-4372
23:05:58.062,-5.45,-1.32,1440,-4380
23:05:58.128,-0.9,-4.44,1476,-4380
23:05:58.193,-0.29,-11.76,1547,-4363
23:05:58.258,-4.34,-17,1533,-4351
23:05:58.324,-9.8,-15.01,1473,-4327
23:05:58.388,-12.41,-6.22,1451,-4287
23:05:58.456,-10.48,1.84,1418,-4320
23:05:58.517,-4.56,4.96,1458,-4314
23:05:58.579,2.02,0.8,1561,-4320
23:05:58.645,4.65,-10.42,1507,-4341
23:05:58.707,2,-17.95,1447,-4354
23:05:58.775,-1.48,-18.07,1340,-4368
23:05:58.840,-6.91,-13.59,1373,-4372
23:05:58.906,-10.92,-5.7,1328,-4386
23:05:58.971,-10.86,1.89,1267,-4369
23:05:59.033,-6.98,5.23,1327,-4436
23:05:59.097,-1.08,5.88,1355,-4428
23:05:59.159,2.26,0.24,1404,-4505
23:05:59.225,-1.1,-5.13,1419,-4500
23:05:59.285,-8.87,-2.42,1393,-4497
23:05:59.351,-13.95,-2.59,1425,-4462
23:05:59.417,-16.78,-2.31,1440,-4450
23:05:59.483,-12.83,0.36,1417,-4502
23:05:59.549,-5.81,2.26,1403,-4426
23:05:59.612,2.23,3.32,1417,-4446
23:05:59.673,8.71,3,1431,-4432
23:05:59.738,11.8,1.5,1388,-4447
23:05:59.800,10.21,1.66,1388,-4447
23:05:59.860,1.3,2.65,1388,-4446
23:05:59.924,-7.81,0.52,1402,-4440
23:05:59.991,-12.93,-1.93,1439,-4511
23:06:00.056,-13.29,-2.65,1492,-4511
23:06:00.121,-8.76,-0.16,1444,-4503
23:06:00.184,-1.5,2.38,1445,-4545
23:06:00.245,5.28,3.09,1430,-4558
23:06:00.310,8.06,2.69,1447,-4534
23:06:00.372,6.66,2.61,1460,-4495
23:06:00.434,3.81,2.73,1426,-4525
23:06:00.496,0.27,2.71,1448,-4488
23:06:00.560,-1.33,2.68,1412,-4473
23:06:00.623,-2,2.85,1455,-4514
23:06:00.687,-2.55,2.9,1461,-4519
23:06:00.749,-3.55,2.71,1469,-4519
23:06:00.819,-4.68,2.17,1469,-4519
23:06:00.876,-6.16,1.77,1469,-4519
23:06:00.942,-7.28,1.51,1470,-4519
23:06:01.003,-8.17,1.64,1470,-4518
23:06:01.068,-8.45,1.82,1470,-4514
23:06:01.128,-8.09,1.77,1470,-4514
23:06:01.198,-6.74,1.41,1467,-4513
23:06:01.255,-5.48,1.02,1466,-4513
23:06:01.321,-4.25,0.44,1466,-4513
23:06:01.384,-3.12,-0.13,1464,-4517
23:06:01.450,-2.2,-0.5,1463,-4520
23:06:01.514,-1.49,-0.89,1476,-4518
23:06:01.580,-1.11,-1.35,1476,-4520
23:06:01.643,-0.51,-1.69,1476,-4520
23:06:01.707,0.28,-2.12,1476,-4520
23:06:01.768,0.88,-2.44,1489,-4522
23:06:01.835,1.28,-2.92,1494,-4526
23:06:01.894,1.5,-3.37,1501,-4531
23:06:01.960,2.09,-3.86,1446,-4488
23:06:02.022,2.56,-4.46,1446,-4487
23:06:02.088,3.2,-4.7,1446,-4487
23:06:02.151,3.72,-5.24,1456,-4483
23:06:02.215,4.14,-5.79,1462,-4483
23:06:02.276,4.73,-6.3,1467,-4483
23:06:02.341,5.36,-7.09,1468,-4483
23:06:02.403,5.89,-7.83,1471,-4478
23:06:02.467,6.36,-8.74,1471,-4478
23:06:02.532,6.57,-9.6,1476,-4478
23:06:02.597,6.63,-10.38,1476,-4478
23:06:02.664,6.74,-11.09,1476,-4478
23:06:02.726,6.7,-11.74,1476,-4478
23:06:02.790,6.4,-12.56,1476,-4478
23:06:02.854,5.97,-13.63,1476,-4478
23:06:02.919,5.35,-14.5,1476,-4476
23:06:02.985,4.72,-15.01,1476,-4475
23:06:03.046,4.29,-15.55,1476,-4475
23:06:03.113,4.11,-16.13,1476,-4475
23:06:03.178,4.15,-16.82,1476,-4475
23:06:03.243,4.4,-17.32,1473,-4475
23:06:03.304,4.87,-18.16,1471,-4474
23:06:03.369,5.31,-18.74,1471,-4474
23:06:03.435,5.41,-19.2,1471,-4474
23:06:03.502,5.12,-19.68,1471,-4474
23:06:03.562,4.57,-20.02,1471,-4474
23:06:03.630,3.74,-20.3,1471,-4474
23:06:03.693,3.25,-20.52,1471,-4474
23:06:03.758,3.14,-20.74,1471,-4474
23:06:03.820,3.28,-21.05,1471,-4474
23:06:03.886,3.59,-21.04,1469,-4474
23:06:03.951,4.45,-20.64,1463,-4468
23:06:04.017,6.14,-19.89,1463,-4471
23:06:04.079,6.36,-19.28,1478,-4467
23:06:04.143,2.71,-19.56,1536,-4478
23:06:04.210,-6.47,-21.74,1516,-4468
23:06:04.273,-12.53,-20.03,1507,-4441
23:06:04.344,-11.27,-19.29,1513,-4453
23:06:04.410,-3.69,-17.49,1477,-4512
23:06:04.474,6.92,-14,1471,-4500
23:06:04.543,11.75,-12.16,1658,-4589
23:06:04.605,4.86,-13.24,1659,-4587
23:06:04.669,-3.76,-14.63,1667,-4593
23:06:04.734,1.31,-16.03,1516,-4588
23:06:04.800,6.92,-12.28,1493,-4637
23:06:04.867,11.48,-11.14,1592,-4635
23:06:04.930,2.55,-12.66,1529,-4658
23:06:04.997,-10.05,-13.38,1380,-4810
23:06:05.062,-8.48,-13.73,1376,-4653
23:06:05.123,0.19,-7.99,1237,-4672
23:06:05.188,9.26,-4.3,1273,-4694
23:06:05.254,10.33,-3.19,1265,-4727
23:06:05.316,-1.64,-4.86,1252,-4808
23:06:05.381,-14.8,-8.59,1373,-6189
23:06:05.448,-14.26,-8.19,1387,-5532
23:06:05.511,-5.54,-2.43,1353,-4823
23:06:05.574,5.8,1.82,1353,-4881
23:06:05.639,13.96,3.42,1368,-4888
23:06:05.699,11.48,2.6,1367,-4927
23:06:05.764,-2.15,0.45,1401,-4927
23:06:05.832,-14.35,-5.88,1427,-4912
23:06:05.896,-14.03,-6,1511,-4902
23:06:05.963,-8.21,-0.6,1343,-4924
23:06:06.023,-1.34,5.51,1309,-4927
23:06:06.090,-0.07,10.47,1264,-4922
23:06:06.154,-1.85,12.41,1260,-4922
23:06:06.218,-7.76,10.35,1253,-4976
23:06:06.280,-11.34,3.64,1206,-4917
23:06:06.347,-10.08,-4.9,1181,-4886
23:06:06.413,-9.79,-6.16,1224,-4923
23:06:06.478,-11.42,0.15,1218,-4918
23:06:06.540,-16.22,7.75,1209,-4946
23:06:06.608,-17.9,12.85,1174,-4950
23:06:06.671,-16.77,12.49,1162,-4950
23:06:06.737,-13.82,6.27,1169,-4872
23:06:06.801,-9.13,-3.94,1194,-4901
23:06:06.867,-4.99,-12.31,1217,-4883
23:06:06.931,-4.61,-10.05,1200,-4897
23:06:06.995,-9.67,0.05,1208,-4915
23:06:07.060,-14.5,9.22,1204,-4927
23:06:07.125,-13.68,10.42,1196,-4942
23:06:07.192,-12.59,6.6,1181,-4941
23:06:07.256,-8.77,-2.05,1183,-4889
23:06:07.318,-5.92,-9.14,1196,-4893
23:06:07.384,-5.56,-8.76,1196,-4890
23:06:07.451,-6.69,-1.95,1196,-4891
23:06:07.510,-2.61,1.94,1100,-4913
23:06:07.576,4.24,2.56,1115,-4983
23:06:07.636,8.76,2.73,1116,-4976
23:06:07.701,6.69,1.64,1130,-4937
23:06:07.764,-3.18,1.38,1161,-4939
23:06:07.832,-12.77,-0.2,1205,-4933
23:06:07.895,-18.39,-0.31,1241,-4936
23:06:07.957,-16.33,0.65,1211,-4932
23:06:08.022,-7.24,1.54,1187,-4835
23:06:08.084,3.87,2.16,1221,-4927
23:06:08.151,12.46,0.98,1284,-5015
23:06:08.212,11.82,0.31,1282,-4897
23:06:08.273,3.33,2.5,1288,-4890
23:06:08.338,-8.59,2.66,1350,-4979
23:06:08.403,-11.62,2.18,1362,-4975
23:06:08.464,-6.53,2.81,1385,-4960
23:06:08.527,4.54,4.07,1327,-5050
23:06:08.591,12.98,3.5,1315,-4992
23:06:08.653,13.8,2.44,1277,-5051
23:06:08.718,5.64,2.76,1283,-5051
23:06:08.781,-6.36,0.78,1285,-5051
23:06:08.846,-14.54,1.01,1287,-5081
23:06:08.912,-19.23,3.01,1325,-5015
23:06:08.974,-21.47,3.97,1341,-5025
23:06:09.039,-20.01,4.65,1297,-5020
23:06:09.104,-15.6,4.33,1228,-4987
23:06:09.166,-9.75,2.54,1272,-4925
23:06:09.231,-4.88,-0.03,1274,-4932
23:06:09.297,-1.37,-3.26,1277,-4933
23:06:09.359,1.19,-5.73,1277,-4933
23:06:09.423,2.91,-7.9,1277,-4933
23:06:09.484,3.9,-9.97,1277,-4933
23:06:09.550,4.02,-11.5,1281,-4932
23:06:09.616,3.22,-12.67,1292,-4931
23:06:09.682,1.84,-14.09,1328,-4931
23:06:09.744,0.76,-15.12,1341,-4931
23:06:09.808,-0.35,-15.7,1360,-4931
23:06:09.874,-1.18,-16.53,1386,-4936
23:06:09.940,-1.71,-17.46,1411,-4937
23:06:10.006,-2.2,-17.62,1431,-4937
23:06:10.070,-2.78,-17.78,1460,-4934
23:06:10.136,-3.37,-17.78,1461,-4936
23:06:10.201,-4.22,-17.65,1475,-4932
23:06:10.266,-4.87,-17.29,1462,-4932
23:06:10.332,-5.39,-16.89,1447,-4929
23:06:10.399,-5.73,-16.54,1432,-4929
23:06:10.463,-6.26,-15.65,1430,-4928
23:06:10.529,-6.5,-15.26,1419,-4928
23:06:10.595,-6.74,-14.69,1418,-4925
23:06:10.659,-6.79,-14.57,1417,-4924
23:06:10.727,-6.69,-14.65,1403,-4925
23:06:10.791,-6.23,-14.95,1389,-4925
23:06:10.858,-5.52,-15.33,1370,-4931
23:06:10.923,-4.59,-16.29,1362,-4932
23:06:10.988,-3.27,-16.6,1336,-4929
23:06:11.054,-1.8,-16.43,1315,-4928
23:06:11.121,-0.28,-16.75,1302,-4928
23:06:11.185,1.24,-16.94,1301,-4928
23:06:11.250,2.64,-16.91,1281,-4932
23:06:11.317,4.61,-16.55,1225,-4938
23:06:11.377,6.49,-16.12,1215,-4946
23:06:11.441,8.23,-16.24,1214,-4951
23:06:11.508,9.92,-16.75,1192,-4947
23:06:11.574,11.01,-16.73,1178,-4946
23:06:11.637,11.67,-15.91,1178,-4948
23:06:11.705,11.79,-16.12,1181,-4953
23:06:11.770,11.82,-16.74,1184,-4953
23:06:11.835,11.46,-16.75,1199,-4955
23:06:11.900,11.31,-16.87,1199,-4955
23:06:11.967,10.99,-16.93,1206,-4958
23:06:12.033,10.65,-17.13,1214,-4964
23:06:12.098,10.64,-17.04,1215,-4964
23:06:12.165,10.78,-17.04,1217,-4964
23:06:12.228,10.75,-17.07,1222,-4964
23:06:12.293,10.81,-16.97,1222,-4960
23:06:12.359,10.81,-17,1223,-4962
23:06:12.424,10.78,-16.96,1224,-4962
23:06:12.493,10.74,-16.91,1224,-4963
23:06:12.556,10.7,-16.91,1225,-4965
23:06:12.623,10.69,-16.89,1226,-4964
23:06:12.688,10.68,-16.88,1226,-4964
23:06:12.755,10.68,-16.88,1226,-4964
23:06:12.817,10.68,-16.85,1226,-4964
23:06:12.883,10.67,-16.85,1226,-4964
23:06:12.951,10.68,-16.86,1227,-4964
23:06:13.015,10.67,-16.84,1227,-4964
23:06:13.083,10.69,-16.8,1227,-4964
23:06:13.147,10.66,-16.86,1227,-4964
23:06:13.213,10.67,-16.81,1227,-4964
23:06:13.277,10.67,-16.85,1227,-4964
23:06:13.343,10.68,-16.85,1227,-4964
23:06:13.408,10.71,-16.8,1227,-4964
23:06:13.475,10.69,-16.83,1227,-4964
23:06:13.540,10.71,-16.81,1227,-4964
23:06:13.605,10.72,-16.79,1227,-4964
23:06:13.672,10.69,-16.8,1227,-4964
23:06:13.737,10.69,-16.81,1227,-4964
23:06:13.801,10.72,-16.8,1227,-4964
23:06:13.867,10.73,-16.8,1227,-4965
23:06:13.933,10.75,-16.8,1227,-4965
23:06:13.999,10.92,-16.55,1236,-4963
23:06:14.065,11,-16.73,1255,-4934
23:06:14.129,11.31,-16.68,1330,-4930
23:06:14.193,11.82,-16.47,1296,-4935
23:06:14.260,12.44,-15.54,1282,-4936
23:06:14.325,12.72,-14.55,1277,-4935
23:06:14.391,13.04,-14.14,1279,-4937
23:06:14.458,13.25,-13.05,1267,-4937
23:06:14.523,13.83,-11.44,1231,-4939
23:06:14.587,14.66,-9.86,1248,-4924
23:06:14.652,15.37,-9.23,1222,-4923
23:06:14.716,15.98,-9.12,1328,-4859
23:06:14.781,16.55,-9.05,1327,-4858
23:06:14.847,17.33,-8.91,1312,-4858
23:06:14.911,18.28,-8.46,1282,-4862
23:06:14.973,19.02,-7.97,1246,-4861
23:06:15.040,19.09,-7.73,1245,-4857
23:06:15.104,18.6,-7.68,1249,-4859
23:06:15.171,18.46,-7.49,1250,-4859
23:06:15.230,18.7,-6.94,1246,-4857
23:06:15.296,18.77,-6.61,1239,-4856
23:06:15.362,18.49,-6.46,1238,-4856
23:06:15.428,18.08,-6.49,1238,-4856
23:06:15.490,17.9,-6.19,1238,-4856
23:06:15.553,17.74,-5.63,1238,-4856
23:06:15.620,17.54,-5.12,1238,-4856
23:06:15.686,17.3,-4.7,1238,-4856
23:06:15.747,17.27,-4.43,1238,-4856
23:06:15.811,17.17,-4.17,1238,-4856
23:06:15.881,16.79,-3.94,1238,-4856
23:06:15.944,16.29,-3.79,1249,-4864
23:06:16.004,15.71,-3.46,1250,-4865
23:06:16.071,15.4,-3.08,1250,-4865
23:06:16.135,15.36,-2.75,1250,-4865
23:06:16.202,15.36,-2.56,1250,-4865
23:06:16.263,15.37,-2.56,1250,-4865
23:06:16.328,15.33,-2.89,1250,-4865
23:06:16.395,15.65,-3.25,1250,-4865
23:06:16.459,15.94,-3.58,1250,-4865
23:06:16.522,16.14,-3.92,1250,-4865
23:06:16.587,16.28,-4.26,1251,-4865
23:06:16.652,16.42,-4.81,1244,-4865
23:06:16.718,15.92,-5.37,1237,-4859
23:06:16.779,14.42,-6.61,1237,-4864
23:06:16.846,12.89,-7.73,1248,-4865
23:06:16.911,11.57,-8.41,1251,-4868
23:06:16.975,10.91,-8.52,1251,-4867
23:06:17.036,10.01,-8.82,1251,-4866
23:06:17.108,8.54,-9.52,1251,-4866
23:06:17.173,7.02,-10.19,1266,-4875
23:06:17.233,5.67,-10.8,1278,-4880
23:06:17.298,4.97,-11.08,1280,-4880
23:06:17.361,4.44,-11.23,1275,-4878
23:06:17.427,3.88,-11.36,1276,-4876
23:06:17.488,3.34,-11.52,1274,-4875
23:06:17.553,2.55,-11.85,1274,-4875
23:06:17.618,1.8,-12.19,1278,-4875
23:06:17.684,1.23,-12.28,1279,-4875
23:06:17.746,0.67,-12.39,1279,-4875
23:06:17.811,-0.2,-12.68,1284,-4875
23:06:17.879,-1.07,-13,1296,-4875
23:06:17.943,-1.81,-13.31,1300,-4875
23:06:18.008,-2.48,-13.59,1310,-4873
23:06:18.074,-3.09,-13.82,1311,-4873
23:06:18.138,-3.51,-14.14,1311,-4870
23:06:18.205,-3.71,-14.5,1308,-4868
23:06:18.272,-3.61,-14.85,1307,-4868
23:06:18.334,-3.37,-15.04,1302,-4867
23:06:18.402,-3.39,-15.23,1301,-4867
23:06:18.468,-3.34,-15.26,1298,-4864
23:06:18.534,-3.14,-15.11,1287,-4854
23:06:18.598,-2.9,-14.79,1296,-4862
23:06:18.668,-1.59,-14.18,1296,-4864
23:06:18.730,0.48,-13.47,1282,-4860
23:06:18.795,1.94,-12.97,1274,-4860
23:06:18.860,3.66,-12.44,1274,-4860
23:06:18.926,5.69,-11.64,1270,-4860
23:06:18.987,7.82,-10.71,1240,-4861
23:06:19.053,9.26,-9.94,1227,-4860
23:06:19.117,10.38,-9.26,1226,-4859
23:06:19.179,11.34,-8.53,1226,-4855
23:06:19.247,12.3,-7.66,1219,-4855
23:06:19.311,13.57,-6.85,1205,-4854
23:06:19.375,15.26,-6.18,1220,-4814
23:06:19.437,16.89,-5.93,1177,-4817
23:06:19.502,19.7,-5.61,1240,-4818
23:06:19.568,22.54,-5.46,1224,-4856
23:06:19.634,24.95,-5.55,1222,-4866
23:06:19.695,26.21,-5.64,1247,-4873
23:06:19.760,26.06,-5.3,1240,-4885
23:06:19.825,25.12,-5.54,1235,-4886
23:06:19.894,23.79,-5.31,1240,-4900
23:06:19.955,22.73,-5.12,1234,-4892
23:06:20.019,21.76,-5.66,1229,-4882
23:06:20.085,20.43,-7.07,1214,-4886
23:06:20.150,19.08,-10.8,1217,-4872
23:06:20.215,17.53,-9.77,1228,-4865
23:06:20.277,15.19,-9.32,1229,-4865
23:06:20.345,13.08,-8.66,1257,-4865
23:06:20.407,8.73,-9.23,1298,-4824
23:06:20.468,4.65,-10.08,1294,-4809
23:06:20.536,1.07,-11.94,1340,-4746
23:06:20.599,-1.26,-12.99,1366,-4745
23:06:20.666,-2.26,-14.05,1355,-4737
23:06:20.732,-3.41,-14.99,1340,-4737
23:06:20.798,-4,-15.37,1326,-4739
23:06:20.863,-4.46,-16.76,1311,-4743
23:06:20.929,-6.68,-17.92,1323,-4746
23:06:20.994,-8.6,-18.11,1342,-4744
23:06:21.060,-9.1,-17.41,1311,-4740
23:06:21.126,-9.55,-17.49,1296,-4740
23:06:21.190,-9.68,-17.38,1280,-4740
23:06:21.254,-9.29,-16.98,1263,-4734
23:06:21.320,-9.21,-16.74,1239,-4730
23:06:21.389,-9.23,-16.44,1235,-4732
23:06:21.453,-8.73,-16.78,1233,-4730
23:06:21.519,-7.47,-16.17,1226,-4731
23:06:21.582,-7.23,-16.58,1245,-4740
23:06:21.648,-6.34,-15.75,1238,-4787
23:06:21.715,-4.83,-15.03,1241,-4790
23:06:21.783,-2.37,-14.42,1204,-4809
23:06:21.846,0.48,-13.89,1173,-4825
23:06:21.911,2.43,-13.54,1175,-4822
23:06:21.973,4.22,-13.63,1174,-4822
23:06:22.039,5.32,-14.55,1174,-4823
23:06:22.104,7.42,-13.95,1171,-5160
23:06:22.170,10.04,-13.06,1140,-5365
23:06:22.235,12.5,-12.62,1153,-5359
23:06:22.299,15.21,-12.22,1162,-5358
23:06:22.367,17.11,-12.06,1164,-5328
23:06:22.432,17.78,-12.08,1170,-5321
23:06:22.497,17.72,-12.25,1162,-5348
23:06:22.564,17.19,-12.49,1162,-5347
23:06:22.627,17.14,-12.44,1159,-5351
23:06:22.693,16.84,-12.43,1164,-5336
23:06:22.759,16.87,-12.81,1187,-4866
23:06:22.826,15.14,-13.37,1225,-4718
23:06:22.890,12.67,-14.43,1234,-4728
23:06:22.954,10.31,-14.98,1217,-4707
23:06:23.020,7.56,-15.21,1230,-4657
23:06:23.082,5.3,-15.52,1231,-4695
23:06:23.149,3.77,-15.55,1244,-4696
23:06:23.214,1.87,-16.27,1248,-4676
23:06:23.281,0.66,-16.82,1263,-4678
23:06:23.344,-0.43,-17.71,1267,-4682
23:06:23.409,-1.81,-18.61,1262,-4757
23:06:23.475,-3.15,-19.61,1279,-4767
23:06:23.541,-4.02,-19.89,1293,-4774
23:06:23.605,-4.27,-20.32,1281,-4774
23:06:23.672,-4.61,-20.62,1281,-4773
23:06:23.739,-4.18,-20.79,1278,-4773
23:06:23.804,-3.69,-20.57,1274,-4773
23:06:23.869,-3.33,-20.47,1273,-4773
23:06:23.934,-3.5,-20.56,1272,-4770
23:06:23.999,-3.87,-20.33,1272,-4769
23:06:24.066,-3.52,-19.99,1259,-4768
23:06:24.131,-3.06,-19.51,1271,-4772
23:06:24.196,-1.42,-18.53,1271,-4772
23:06:24.262,0.24,-17.89,1271,-4774
23:06:24.322,2.55,-16.91,1271,-4773
23:06:24.389,5.6,-15.62,1255,-4751
23:06:24.454,8.08,-14.55,1211,-4761
23:06:24.519,9.75,-13.67,1192,-4759
23:06:24.587,10.88,-12.79,1192,-4756
23:06:24.651,11.8,-11.98,1192,-4756
23:06:24.717,12.73,-11.13,1192,-4756
23:06:24.784,14,-10.2,1189,-4754
23:06:24.845,15.59,-9.14,1188,-4751
23:06:24.909,16.42,-8.39,1188,-4751
23:06:24.976,16.54,-8.11,1189,-4751
23:06:25.039,16.46,-7.94,1197,-4749
23:06:25.104,16.6,-7.5,1197,-4749
23:06:25.167,16.81,-6.62,1193,-4750
23:06:25.232,15.93,-5.93,1197,-4750
23:06:25.297,15.36,-5.43,1198,-4750
23:06:25.359,14.25,-5.26,1199,-4750
23:06:25.425,13.44,-5.23,1202,-4750
23:06:25.490,11.91,-5.37,1212,-4750
23:06:25.557,10.43,-5.86,1190,-4716
23:06:25.619,8.16,-6.81,1265,-4724
23:06:25.684,6.56,-7.89,1281,-4721
23:06:25.745,5.23,-8.4,1281,-4710
23:06:25.810,3.97,-9.07,1263,-4703
23:06:25.873,2.79,-9.63,1213,-4697
23:06:25.938,2.23,-10.46,1251,-4701
23:06:26.003,1.69,-11.22,1237,-4661
23:06:26.064,0.9,-11.94,1240,-4718
23:06:26.129,0.75,-12.89,1214,-4718
23:06:26.195,1,-13.36,1243,-4678
23:06:26.263,1.44,-14.11,1243,-4678
23:06:26.324,1.54,-16.04,1230,-4679
23:06:26.388,1.89,-17.4,1229,-4678
23:06:26.454,2,-19.71,1212,-4677
23:06:26.518,1.85,-19.67,1181,-4680
23:06:26.580,1.53,-18.99,1148,-4680
23:06:26.644,1.27,-18.62,1147,-4696
23:06:26.713,1.12,-18.21,1152,-4699
23:06:26.777,1.07,-17.89,1166,-4698
23:06:26.838,1.12,-16.65,1164,-4703
23:06:26.904,1.03,-16.39,1176,-4709
23:06:26.970,0.96,-15.61,1221,-4737
23:06:27.035,1.27,-15.54,1217,-4738
23:06:27.097,1.51,-15.24,1241,-4735
23:06:27.163,1.82,-15.4,1272,-4739
23:06:27.228,2.43,-17.08,1271,-4736
23:06:27.293,2.6,-17.29,1260,-4734
23:06:27.353,3.48,-16.73,1246,-4738
23:06:27.420,3.99,-16.16,1246,-4739
23:06:27.485,5.12,-15.65,1258,-4736
23:06:27.550,6.82,-14.33,1258,-4735
23:06:27.612,7.26,-13.14,1266,-4736
23:06:27.680,7.17,-11.81,1266,-4739
23:06:27.743,6.73,-11.07,1253,-4741
23:06:27.808,6.7,-10.82,1252,-4742
23:06:27.870,6.8,-10.96,1252,-4745
23:06:27.936,8.13,-10.81,1285,-4754
23:06:28.003,9.35,-10.63,1289,-4751
23:06:28.068,10.22,-10.72,1296,-4752
23:06:28.133,10.47,-10.89,1301,-4752
